"id","subject_id","section_id","room_id","day_of_week","start_time","end_time"
"167","18","23","48","Monday","00:00:00","00:00:00"
"168","17","23","48","Monday","00:00:00","00:00:00"
"169","17","24","46","Monday","00:00:00","00:00:00"
"170","18","24","46","Monday","00:00:00","00:00:00"
"171","19","24","46","Wednesday","00:00:00","00:00:00"
"172","20","24","46","Wednesday","00:00:00","00:00:00"
"173","21","24","46","Wednesday","00:00:00","00:00:00"
"174","22","24","46","Friday","00:00:00","00:00:00"
"175","23","24","46","Friday","00:00:00","00:00:00"
"176","24","24","46","Friday","00:00:00","00:00:00"
"177","24","25","53","Saturday","00:00:00","00:00:00"
"178","23","25","53","Saturday","00:00:00","00:00:00"
"179","22","25","53","Thursday","00:00:00","00:00:00"
"180","21","25","53","Thursday","00:00:00","00:00:00"
"181","20","25","53","Thursday","00:00:00","00:00:00"
"182","19","25","53","Tuesday","00:00:00","00:00:00"
"183","18","25","53","Tuesday","00:00:00","00:00:00"
"184","17","25","53","Tuesday","00:00:00","00:00:00"
"185","17","26","51","Thursday","12:00:00","00:00:00"
"186","18","26","51","Thursday","00:00:00","00:00:00"
"187","19","26","51","Thursday","00:00:00","00:00:00"
"188","20","26","51","Tuesday","00:00:00","00:00:00"
"189","21","26","51","Tuesday","00:00:00","00:00:00"
"190","22","26","51","Tuesday","00:00:00","00:00:00"
"191","23","26","51","Saturday","00:00:00","00:00:00"
"192","24","26","51","Saturday","00:00:00","00:00:00"
"193","27","112","25","Monday","06:30:00","08:00:00"
"194","28","112","25","Monday","08:30:00","10:00:00"
"195","26","112","25","Monday","10:30:00","12:00:00"
"196","29","112","25","Wednesday","06:30:00","08:00:00"
"197","30","112","25","Wednesday","08:30:00","10:00:00"
"198","31","112","25","Wednesday","10:30:00","12:00:00"
"199","32","112","25","Friday","08:30:00","10:00:00"
"200","33","112","25","Friday","06:30:00","08:00:00"
"207","33","113","26","Monday","06:30:00","08:00:00"
"208","27","113","26","Monday","08:30:00","10:00:00"
"209","28","113","26","Monday","10:30:00","12:00:00"
"210","26","113","26","Wednesday","06:30:00","08:00:00"
"211","29","113","26","Wednesday","08:30:00","10:00:00"
"212","30","113","26","Wednesday","10:30:00","12:00:00"
"213","31","113","26","Friday","06:30:00","08:00:00"
"214","32","113","26","Friday","08:30:00","10:00:00"
"215","32","114","27","Monday","06:30:00","08:00:00"
"216","33","114","27","Monday","08:30:00","10:00:00"
"217","27","114","27","Monday","10:30:00","12:00:00"
"218","28","114","27","Wednesday","06:30:00","08:00:00"
"219","26","114","27","Wednesday","08:30:00","10:00:00"
"220","29","114","27","Wednesday","10:30:00","12:00:00"
"221","30","114","27","Friday","06:30:00","08:00:00"
"222","31","114","27","Friday","10:30:00","12:00:00"
"223","31","115","28","Monday","06:30:00","08:00:00"
"224","32","115","28","Monday","08:30:00","10:00:00"
"225","33","115","28","Monday","10:30:00","12:00:00"
"226","27","115","28","Wednesday","06:30:00","08:00:00"
"227","28","115","28","Wednesday","08:30:00","10:00:00"
"228","26","115","28","Wednesday","10:30:00","12:00:00"
"229","29","115","28","Friday","08:30:00","10:00:00"
"230","30","115","28","Friday","10:30:00","12:00:00"
"231","30","116","29","Monday","06:30:00","08:00:00"
"232","31","116","29","Monday","08:30:00","10:00:00"
"233","32","116","29","Monday","10:30:00","12:00:00"
"234","33","116","29","Wednesday","06:30:00","08:00:00"
"235","27","116","29","Wednesday","08:30:00","10:00:00"
"236","28","116","29","Wednesday","10:30:00","12:00:00"
"237","26","116","29","Friday","06:30:00","08:00:00"
"238","29","116","29","Friday","10:30:00","12:00:00"
"239","29","117","30","Monday","06:30:00","08:00:00"
"240","30","117","30","Monday","08:30:00","10:30:00"
"241","31","117","30","Monday","10:30:00","12:00:00"
"242","32","117","30","Wednesday","06:30:00","08:00:00"
"243","33","117","30","Wednesday","08:30:00","10:00:00"
"244","27","117","30","Wednesday","10:30:00","12:00:00"
"245","28","117","30","Friday","08:30:00","10:00:00"
"246","26","117","30","Friday","10:30:00","12:00:00"
"247","26","118","31","Monday","06:30:00","08:00:00"
"248","29","118","31","Monday","08:30:00","10:00:00"
"249","30","118","31","Monday","10:30:00","12:00:00"
"250","31","118","31","Wednesday","06:30:00","08:00:00"
"251","32","118","31","Wednesday","08:30:00","10:00:00"
"252","33","118","31","Wednesday","10:30:00","12:00:00"
"253","27","118","31","Friday","06:30:00","08:00:00"
"254","28","118","31","Friday","08:30:00","10:00:00"
"255","28","119","32","Monday","06:00:00","08:00:00"
"256","26","119","32","Monday","08:30:00","10:00:00"
"257","29","119","32","Monday","10:30:00","12:00:00"
"258","30","119","32","Wednesday","06:30:00","08:00:00"
"259","31","119","32","Wednesday","08:30:00","10:00:00"
"260","32","119","32","Wednesday","10:30:00","12:00:00"
"261","33","119","32","Friday","06:30:00","08:00:00"
"262","27","119","32","Friday","10:30:00","12:00:00"
"263","27","120","33","Monday","06:30:00","08:00:00"
"264","28","120","33","Monday","08:30:00","10:00:00"
"265","26","120","33","Monday","10:30:00","12:00:00"
"266","29","120","33","Wednesday","06:30:00","08:00:00"
"267","30","120","33","Wednesday","08:30:00","10:00:00"
"268","31","120","33","Wednesday","10:30:00","12:00:00"
"269","32","120","33","Friday","06:30:00","08:00:00"
"270","33","120","33","Friday","10:30:00","12:00:00"
"271","33","121","34","Monday","06:30:00","08:00:00"
"272","27","121","34","Monday","08:30:00","10:00:00"
"273","28","121","34","Monday","10:30:00","12:00:00"
"274","26","121","34","Wednesday","06:30:00","08:00:00"
"275","29","121","34","Wednesday","08:30:00","10:00:00"
"276","30","121","34","Wednesday","10:30:00","00:00:00"
"277","31","121","34","Friday","10:30:00","12:00:00"
"278","32","121","34","Friday","06:30:00","08:00:00"
"279","35","30","35","Tuesday","06:30:00","08:00:00"
"280","37","30","35","Tuesday","08:30:00","10:00:00"
"281","39","30","35","Tuesday","10:30:00","12:00:00"
"282","40","30","35","Thursday","06:30:00","08:00:00"
"283","34","30","35","Thursday","08:30:00","10:00:00"
"284","36","30","35","Thursday","10:30:00","12:00:00"
"285","38","30","35","Saturday","06:30:00","08:00:00"
"286","41","30","35","Saturday","08:30:00","10:00:00"
"287","41","31","36","Tuesday","06:30:00","08:00:00"
"288","35","31","36","Tuesday","08:30:00","10:00:00"
"289","37","31","36","Tuesday","10:30:00","12:00:00"
"290","39","31","36","Thursday","06:30:00","08:00:00"
"291","40","31","36","Thursday","08:30:00","10:00:00"
"292","34","31","36","Thursday","10:30:00","12:00:00"
"293","36","31","36","Saturday","08:30:00","22:00:00"
"294","38","31","36","Saturday","06:30:00","08:00:00"
"295","38","32","37","Tuesday","06:30:00","08:00:00"
"296","41","32","37","Tuesday","08:30:00","10:00:00"
"297","35","32","37","Tuesday","10:30:00","12:00:00"
"298","37","32","37","Thursday","06:30:00","08:00:00"
"299","39","32","37","Thursday","08:30:00","10:00:00"
"300","40","32","37","Thursday","10:30:00","12:00:00"
"301","34","32","37","Saturday","06:30:00","08:00:00"
"302","36","32","37","Saturday","08:30:00","10:00:00"
"303","36","33","38","Tuesday","06:30:00","08:00:00"
"304","38","33","38","Tuesday","08:30:00","10:00:00"
"305","41","33","38","Tuesday","10:30:00","00:00:00"
"306","35","33","38","Thursday","06:30:00","08:00:00"
"307","37","33","38","Thursday","08:30:00","10:00:00"
"308","39","33","38","Thursday","10:30:00","12:00:00"
"309","40","33","38","Saturday","06:30:00","08:00:00"
"310","34","33","38","Saturday","08:30:00","10:00:00"
"311","34","34","39","Tuesday","06:30:00","08:00:00"
"312","36","34","39","Tuesday","08:30:00","10:00:00"
"313","38","34","39","Tuesday","10:30:00","12:00:00"
"314","41","34","39","Thursday","06:30:00","08:00:00"
"315","35","34","39","Thursday","08:30:00","10:00:00"
"316","37","34","39","Thursday","10:30:00","12:00:00"
"317","39","34","39","Saturday","06:30:00","08:00:00"
"318","40","34","39","Saturday","10:30:00","12:00:00"
"319","40","35","40","Tuesday","06:30:00","08:00:00"
"320","34","35","40","Tuesday","08:30:00","10:00:00"
"321","36","35","40","Tuesday","10:30:00","12:00:00"
"322","38","35","40","Thursday","06:30:00","08:00:00"
"323","41","35","40","Thursday","08:30:00","10:00:00"
"324","35","35","40","Thursday","10:30:00","12:00:00"
"325","37","35","40","Saturday","08:30:00","10:00:00"
"326","39","35","40","Saturday","06:30:00","08:00:00"
"327","39","36","41","Tuesday","06:30:00","08:00:00"
"328","40","36","41","Tuesday","08:30:00","10:00:00"
"329","34","36","41","Tuesday","10:30:00","12:00:00"
"330","36","36","41","Thursday","06:30:00","08:00:00"
"331","38","36","41","Thursday","08:30:00","10:00:00"
"332","41","36","41","Thursday","10:30:00","12:00:00"
"333","35","36","41","Saturday","08:30:00","10:00:00"
"334","37","36","41","Saturday","06:30:00","08:00:00"
"335","37","37","42","Tuesday","06:30:00","08:00:00"
"336","39","37","42","Tuesday","08:30:00","10:00:00"
"337","40","37","42","Tuesday","10:30:00","12:00:00"
"338","34","37","42","Thursday","06:30:00","08:00:00"
"339","36","37","42","Thursday","08:30:00","10:00:00"
"340","38","37","42","Thursday","10:30:00","12:00:00"
"341","41","37","42","Saturday","08:30:00","10:00:00"
"342","35","37","42","Saturday","10:30:00","12:00:00"
"343","35","38","43","Tuesday","06:30:00","08:00:00"
"344","37","38","43","Tuesday","08:30:00","10:00:00"
"345","39","38","43","Tuesday","10:30:00","12:00:00"
"346","40","38","43","Thursday","06:30:00","08:00:00"
"347","34","38","43","Thursday","08:30:00","10:00:00"
"348","36","38","43","Thursday","10:30:00","12:00:00"
"349","38","38","43","Saturday","10:30:00","12:00:00"
"350","41","38","43","Saturday","08:30:00","10:00:00"
"351","41","39","44","Tuesday","06:30:00","08:00:00"
"352","35","39","44","Tuesday","08:30:00","10:00:00"
"353","37","39","44","Tuesday","10:30:00","12:00:00"
"354","39","39","44","Thursday","06:30:00","08:00:00"
"355","40","39","44","Thursday","08:30:00","10:00:00"
"356","34","39","44","Thursday","10:30:00","12:00:00"
"357","36","39","44","Saturday","06:30:00","08:00:00"
"358","38","39","44","Saturday","10:30:00","12:00:00"
"359","48","51","1","Monday","06:00:00","08:00:00"
"360","49","51","1","Monday","08:00:00","10:00:00"
"361","50","51","1","Monday","10:00:00","12:00:00"
"362","51","51","1","Wednesday","06:00:00","08:00:00"
"363","52","51","1","Wednesday","08:00:00","10:00:00"
"364","53","51","1","Wednesday","10:00:00","12:00:00"
"365","48","52","3","Monday","06:00:00","08:00:00"
"366","49","52","3","Monday","08:00:00","22:00:00"
"367","50","52","3","Monday","10:00:00","12:00:00"
"368","51","52","3","Wednesday","06:00:00","08:00:00"
"369","52","52","3","Wednesday","08:00:00","10:00:00"
"370","53","52","3","Wednesday","10:00:00","12:00:00"
"371","48","53","1","Tuesday","06:00:00","08:00:00"
"372","49","53","1","Tuesday","08:00:00","10:00:00"
"373","50","53","1","Tuesday","10:00:00","12:00:00"
"374","51","53","1","Thursday","06:00:00","08:00:00"
"375","52","53","1","Thursday","08:00:00","22:00:00"
"376","53","53","1","Tuesday","12:00:00","14:00:00"
"377","48","55","82","Monday","06:00:00","08:00:00"
"378","49","55","82","Monday","08:00:00","22:00:00"
"379","50","55","82","Tuesday","06:00:00","08:00:00"
"380","51","55","82","Tuesday","08:00:00","10:00:00"
"381","52","55","82","Tuesday","10:00:00","12:00:00"
"382","53","55","82","Tuesday","12:00:00","14:00:00"
"383","48","56","81","Monday","06:00:00","08:00:00"
"384","49","56","81","Monday","08:00:00","10:00:00"
"385","50","56","81","Monday","10:00:00","12:00:00"
"386","51","56","81","Tuesday","06:00:00","20:00:00"
"387","52","56","81","Monday","12:00:00","14:00:00"
"388","53","56","81","Monday","14:00:00","16:00:00"
"389","48","57","80","Thursday","06:00:00","08:00:00"
"390","49","57","80","Thursday","08:00:00","22:00:00"
"391","50","57","80","Friday","06:00:00","08:00:00"
"392","51","57","80","Friday","08:00:00","10:00:00"
"393","52","57","80","Friday","10:00:00","12:00:00"
"394","53","57","80","Friday","12:00:00","14:00:00"
"395","48","58","79","Monday","16:00:00","18:00:00"
"396","49","59","78","Monday","18:00:00","20:00:00"
"397","50","59","78","Monday","14:00:00","16:00:00"
"398","49","58","79","Monday","14:00:00","16:00:00"
"399","50","58","79","Monday","18:00:00","20:00:00"
"400","51","58","79","Tuesday","14:00:00","16:00:00"
"401","52","58","79","Tuesday","16:00:00","18:00:00"
"402","53","58","79","Tuesday","18:00:00","20:00:00"
"403","48","59","78","Tuesday","14:00:00","16:00:00"
"404","51","59","78","Tuesday","16:00:00","18:00:00"
"405","52","59","78","Tuesday","18:00:00","20:00:00"
"406","53","59","78","Tuesday","10:00:00","12:00:00"
"407","75","172","114","Monday","09:00:00","10:30:00"
"408","59","172","114","Monday","15:00:00","16:30:00"
"409","62","172","100","Monday","16:30:00","18:00:00"
"410","66","172","114","Wednesday","10:30:00","12:00:00"
"411","65","172","100","Wednesday","18:00:00","19:30:00"
"412","60","172","114","Wednesday","19:30:00","21:00:00"
"413","63","172","114","Thursday","16:30:00","18:00:00"
"414","73","172","114","Thursday","13:30:00","15:00:00"
"415","62","173","83","Saturday","12:00:00","13:30:00"
"416","61","173","83","Saturday","18:00:00","19:30:00"
"417","68","173","157","Saturday","09:00:00","10:30:00"
"418","64","173","83","Tuesday","16:30:00","18:00:00"
"419","60","173","83","Tuesday","09:00:00","10:30:00"
"420","75","173","83","Tuesday","15:00:00","16:30:00"
"421","71","173","83","Friday","16:30:00","18:00:00"
"422","72","173","157","Friday","12:00:00","13:30:00"
"423","61","174","88","Thursday","13:30:00","15:00:00"
"424","58","174","96","Thursday","18:00:00","19:30:00"
"425","68","174","96","Thursday","15:00:00","16:30:00"
"426","65","174","96","Monday","19:30:00","21:00:00"
"427","75","174","88","Monday","07:30:00","09:00:00"
"428","66","174","96","Monday","15:00:00","16:30:00"
"429","73","174","88","Tuesday","16:30:00","18:00:00"
"430","60","174","88","Tuesday","18:00:00","19:30:00"
"431","69","175","120","Thursday","18:00:00","19:30:00"
"432","75","175","120","Thursday","13:30:00","15:00:00"
"433","59","175","120","Thursday","19:30:00","21:00:00"
"434","65","175","120","Tuesday","19:30:00","21:00:00"
"435","70","175","120","Tuesday","19:30:00","21:00:00"
"436","74","175","120","Tuesday","09:00:00","10:30:00"
"437","66","175","120","Friday","19:30:00","21:00:00"
"438","71","175","120","Friday","19:30:00","21:00:00"
"439","58","176","101","Wednesday","07:30:00","09:00:00"
"440","73","176","87","Wednesday","19:30:00","21:00:00"
"441","61","176","87","Wednesday","07:30:00","09:00:00"
"442","70","176","101","Friday","18:00:00","19:30:00"
"443","60","176","87","Friday","15:00:00","16:30:00"
"444","59","176","101","Friday","06:00:00","07:30:00"
"445","62","176","101","Monday","19:30:00","21:00:00"
"446","74","176","101","Monday","06:00:00","07:30:00"
"447","66","177","157","Monday","13:30:00","15:00:00"
"448","67","177","157","Monday","18:00:00","19:30:00"
"449","68","177","157","Monday","19:30:00","21:00:00"
"450","71","177","157","Tuesday","10:30:00","12:00:00"
"451","58","177","157","Tuesday","09:00:00","10:30:00"
"452","63","177","157","Tuesday","07:30:00","09:00:00"
"453","73","177","157","Friday","12:00:00","13:30:00"
"454","64","177","157","Friday","19:30:00","21:00:00"
"455","62","178","97","Saturday","13:30:00","15:00:00"
"456","75","178","97","Saturday","15:00:00","16:30:00"
"457","63","178","97","Saturday","07:30:00","09:00:00"
"458","70","178","97","Friday","12:00:00","13:30:00"
"459","73","178","97","Friday","19:30:00","21:00:00"
"460","68","178","97","Friday","16:30:00","18:00:00"
"461","67","178","97","Wednesday","18:00:00","19:30:00"
"462","66","178","97","Wednesday","12:00:00","13:30:00"
"463","75","179","101","Tuesday","09:00:00","10:30:00"
"464","69","179","101","Tuesday","18:00:00","19:30:00"
"465","65","179","101","Tuesday","12:00:00","13:30:00"
"466","66","179","101","Thursday","19:30:00","21:00:00"
"467","68","179","161","Thursday","07:30:00","09:00:00"
"468","72","179","161","Thursday","10:30:00","12:00:00"
"469","67","179","161","Wednesday","15:00:00","16:30:00"
"470","64","179","161","Wednesday","15:00:00","16:30:00"
"471","70","180","120","Thursday","09:00:00","10:30:00"
"472","72","180","137","Thursday","09:00:00","10:30:00"
"473","60","180","120","Thursday","06:00:00","07:30:00"
"474","71","180","120","Tuesday","12:00:00","13:30:00"
"475","59","180","120","Tuesday","07:30:00","09:00:00"
"476","67","180","120","Tuesday","15:00:00","16:30:00"
"477","68","180","120","Saturday","10:30:00","12:00:00"
"478","64","180","137","Saturday","13:30:00","15:00:00"
"479","60","181","108","Wednesday","13:30:00","15:00:00"
"480","59","181","108","Wednesday","16:30:00","18:00:00"
"481","62","181","108","Wednesday","07:30:00","09:00:00"
"482","64","181","108","Friday","18:00:00","19:30:00"
"483","67","181","108","Friday","16:30:00","18:00:00"
"484","58","181","108","Friday","10:30:00","12:00:00"
"485","65","181","108","Monday","12:00:00","13:30:00"
"486","61","181","108","Monday","18:00:00","19:30:00"
"487","65","182","97","Tuesday","19:30:00","21:00:00"
"488","72","182","97","Tuesday","19:30:00","21:00:00"
"489","71","182","97","Tuesday","19:30:00","21:00:00"
"490","60","182","97","Monday","13:30:00","15:00:00"
"491","64","182","97","Monday","10:30:00","12:00:00"
"492","59","182","97","Monday","06:00:00","07:30:00"
"493","62","182","97","Thursday","10:30:00","12:00:00"
"494","70","182","97","Thursday","19:30:00","21:00:00"
"495","73","183","117","Friday","13:30:00","15:00:00"
"496","68","183","117","Friday","15:00:00","16:30:00"
"497","74","183","117","Friday","13:30:00","15:00:00"
"498","67","183","117","Tuesday","16:30:00","18:00:00"
"499","58","183","99","Tuesday","13:30:00","15:00:00"
"500","66","183","99","Tuesday","06:00:00","07:30:00"
"501","64","183","117","Wednesday","10:30:00","12:00:00"
"502","72","183","99","Wednesday","15:00:00","16:30:00"
"503","65","184","104","Wednesday","07:30:00","09:00:00"
"504","69","184","104","Wednesday","09:00:00","10:30:00"
"505","74","184","104","Wednesday","16:30:00","18:00:00"
"506","61","184","104","Monday","13:30:00","15:00:00"
"507","64","184","104","Monday","18:00:00","19:30:00"
"508","63","184","104","Monday","16:30:00","18:00:00"
"509","60","184","104","Tuesday","18:00:00","19:30:00"
"510","72","184","104","Tuesday","15:00:00","16:30:00"
"511","70","185","109","Friday","16:30:00","18:00:00"
"512","74","185","109","Friday","07:30:00","09:00:00"
"513","59","185","109","Friday","16:30:00","18:00:00"
"514","66","185","109","Saturday","19:30:00","21:00:00"
"515","61","185","109","Saturday","13:30:00","15:00:00"
"516","72","185","109","Saturday","10:30:00","12:00:00"
"517","69","185","109","Wednesday","07:30:00","09:00:00"
"518","71","185","109","Wednesday","19:30:00","21:00:00"
"519","73","186","150","Monday","15:00:00","16:30:00"
"520","65","186","104","Monday","09:00:00","10:30:00"
"521","75","186","150","Monday","10:30:00","12:00:00"
"522","61","186","150","Saturday","06:00:00","07:30:00"
"523","66","186","104","Saturday","12:00:00","13:30:00"
"524","64","186","150","Saturday","19:30:00","21:00:00"
"525","62","186","104","Wednesday","18:00:00","19:30:00"
"526","74","186","150","Wednesday","10:30:00","12:00:00"
"527","68","187","145","Thursday","13:30:00","15:00:00"
"528","75","187","145","Thursday","13:30:00","15:00:00"
"529","58","187","145","Thursday","15:00:00","16:30:00"
"530","61","187","145","Tuesday","10:30:00","12:00:00"
"531","62","187","145","Tuesday","10:30:00","12:00:00"
"532","60","187","145","Tuesday","18:00:00","19:30:00"
"533","69","187","145","Friday","09:00:00","10:30:00"
"534","64","187","145","Friday","10:30:00","12:00:00"
"535","60","188","132","Monday","10:30:00","12:00:00"
"536","62","188","132","Monday","19:30:00","21:00:00"
"537","75","188","132","Monday","06:00:00","07:30:00"
"538","69","188","132","Wednesday","12:00:00","13:30:00"
"539","58","188","132","Wednesday","09:00:00","10:30:00"
"540","64","188","132","Wednesday","10:30:00","12:00:00"
"541","67","188","132","Friday","07:30:00","09:00:00"
"542","74","188","132","Friday","09:00:00","10:30:00"
"543","66","189","84","Friday","06:00:00","07:30:00"
"544","65","189","84","Friday","13:30:00","15:00:00"
"545","58","189","84","Friday","09:00:00","10:30:00"
"546","73","189","84","Thursday","16:30:00","18:00:00"
"547","67","189","84","Thursday","12:00:00","13:30:00"
"548","60","189","84","Thursday","16:30:00","18:00:00"
"549","72","189","84","Tuesday","06:00:00","07:30:00"
"550","63","189","84","Tuesday","09:00:00","10:30:00"
"551","61","190","95","Monday","15:00:00","16:30:00"
"552","75","190","95","Monday","06:00:00","07:30:00"
"553","67","190","95","Monday","16:30:00","18:00:00"
"554","62","190","95","Wednesday","16:30:00","18:00:00"
"555","66","190","95","Wednesday","07:30:00","09:00:00"
"556","74","190","95","Wednesday","15:00:00","16:30:00"
"557","65","190","95","Tuesday","13:30:00","15:00:00"
"558","59","190","95","Tuesday","10:30:00","12:00:00"
"559","72","191","92","Wednesday","07:30:00","09:00:00"
"560","58","191","147","Wednesday","13:30:00","15:00:00"
"561","73","191","92","Wednesday","18:00:00","19:30:00"
"562","74","191","92","Thursday","09:00:00","10:30:00"
"563","68","191","92","Thursday","10:30:00","12:00:00"
"564","66","191","92","Thursday","13:30:00","15:00:00"
"565","70","191","92","Tuesday","18:00:00","19:30:00"
"566","69","191","92","Tuesday","10:30:00","12:00:00"
"567","124","192","197","Monday","10:30:00","12:00:00"
"568","117","192","193","Monday","12:00:00","13:30:00"
"569","120","192","197","Monday","06:00:00","07:30:00"
"570","122","192","197","Wednesday","13:30:00","15:00:00"
"571","111","192","197","Wednesday","10:30:00","12:00:00"
"572","116","192","197","Wednesday","12:00:00","13:30:00"
"573","109","192","197","Tuesday","09:00:00","10:30:00"
"574","115","192","193","Tuesday","07:30:00","09:00:00"
"575","118","193","213","Wednesday","15:00:00","16:30:00"
"576","117","193","213","Wednesday","19:30:00","21:00:00"
"577","116","193","213","Wednesday","09:00:00","10:30:00"
"578","109","193","213","Tuesday","16:30:00","18:00:00"
"579","124","193","213","Tuesday","18:00:00","19:30:00"
"580","119","193","213","Tuesday","07:30:00","09:00:00"
"581","108","193","213","Friday","16:30:00","18:00:00"
