id,subject_id,section_id,room_id,day_of_week,start_time,end_time
451,59,177,116,Saturday,09:00:00,10:30:00
452,58,177,141,Saturday,10:30:00,12:00:00
453,60,177,112,Monday,07:30:00,09:00:00
454,72,177,100,Monday,15:00:00,16:30:00
455,70,178,138,Monday,10:30:00,12:00:00
456,58,178,122,Monday,07:30:00,09:00:00
457,66,178,122,Monday,18:00:00,19:30:00
458,67,178,83,Friday,10:30:00,12:00:00
459,69,178,116,Friday,07:30:00,09:00:00
460,72,178,143,Friday,12:00:00,13:30:00
461,63,178,107,Wednesday,06:00:00,07:30:00
462,71,178,93,Wednesday,15:00:00,16:30:00
463,71,179,98,Saturday,19:30:00,21:00:00
464,69,179,128,Saturday,12:00:00,13:30:00
465,63,179,132,Saturday,18:00:00,19:30:00
466,58,179,138,Friday,16:30:00,18:00:00
467,73,179,126,Friday,07:30:00,09:00:00
468,70,179,112,Friday,07:30:00,09:00:00
469,62,179,92,Tuesday,09:00:00,10:30:00
470,75,179,119,Tuesday,09:00:00,10:30:00
471,59,180,90,Monday,09:00:00,10:30:00
472,61,180,124,Monday,19:30:00,21:00:00
473,63,180,90,Monday,09:00:00,10:30:00
474,64,180,136,Thursday,19:30:00,21:00:00
475,72,180,101,Thursday,07:30:00,09:00:00
476,71,180,135,Thursday,19:30:00,21:00:00
477,74,180,135,Tuesday,18:00:00,19:30:00
478,75,180,160,Tuesday,06:00:00,07:30:00
479,68,181,94,Wednesday,06:00:00,07:30:00
480,73,181,113,Wednesday,09:00:00,10:30:00
481,61,181,115,Wednesday,16:30:00,18:00:00
482,59,181,92,Tuesday,15:00:00,16:30:00
483,69,181,146,Tuesday,07:30:00,09:00:00
484,63,181,133,Tuesday,06:00:00,07:30:00
485,62,181,97,Monday,07:30:00,09:00:00
486,67,181,96,Monday,12:00:00,13:30:00
487,75,182,105,Wednesday,19:30:00,21:00:00
488,58,182,119,Wednesday,19:30:00,21:00:00
489,60,182,140,Wednesday,19:30:00,21:00:00
490,72,182,162,Thursday,19:30:00,21:00:00
491,62,182,98,Thursday,18:00:00,19:30:00
492,74,182,162,Thursday,07:30:00,09:00:00
493,69,182,88,Friday,19:30:00,21:00:00
494,70,182,83,Friday,16:30:00,18:00:00
495,63,183,145,Thursday,12:00:00,13:30:00
496,61,183,87,Thursday,09:00:00,10:30:00
497,66,183,135,Thursday,12:00:00,13:30:00
498,69,183,160,Saturday,18:00:00,19:30:00
499,62,183,121,Saturday,12:00:00,13:30:00
500,60,183,154,Saturday,15:00:00,16:30:00
501,74,183,156,Tuesday,09:00:00,10:30:00
502,71,183,149,Tuesday,09:00:00,10:30:00
503,68,184,125,Monday,09:00:00,10:30:00
504,63,184,88,Monday,13:30:00,15:00:00
505,59,184,85,Monday,12:00:00,13:30:00
506,66,184,132,Thursday,10:30:00,12:00:00
507,69,184,138,Thursday,07:30:00,09:00:00
508,71,184,114,Thursday,10:30:00,12:00:00
509,61,184,133,Wednesday,12:00:00,13:30:00
510,74,184,117,Wednesday,16:30:00,18:00:00
511,70,185,98,Thursday,16:30:00,18:00:00
512,65,185,85,Thursday,15:00:00,16:30:00
513,58,185,112,Thursday,12:00:00,13:30:00
514,68,185,137,Saturday,13:30:00,15:00:00
515,64,185,155,Saturday,10:30:00,12:00:00
516,63,185,155,Saturday,13:30:00,15:00:00
517,75,185,124,Tuesday,15:00:00,16:30:00
518,59,185,113,Tuesday,19:30:00,21:00:00
519,61,186,86,Thursday,19:30:00,21:00:00
520,59,186,111,Thursday,06:00:00,07:30:00
521,64,186,89,Thursday,06:00:00,07:30:00
522,66,186,110,Monday,19:30:00,21:00:00
523,62,186,152,Monday,19:30:00,21:00:00
524,74,186,147,Monday,12:00:00,13:30:00
525,73,186,137,Saturday,13:30:00,15:00:00
526,58,186,149,Saturday,12:00:00,13:30:00
527,58,187,114,Wednesday,06:00:00,07:30:00
528,74,187,103,Wednesday,16:30:00,18:00:00
529,64,187,155,Wednesday,09:00:00,10:30:00
530,75,187,89,Monday,19:30:00,21:00:00
531,62,187,93,Monday,18:00:00,19:30:00
532,72,187,139,Monday,06:00:00,07:30:00
533,61,187,128,Thursday,16:30:00,18:00:00
534,66,187,134,Thursday,10:30:00,12:00:00
535,75,188,141,Saturday,10:30:00,12:00:00
536,73,188,131,Saturday,10:30:00,12:00:00
537,71,188,126,Saturday,12:00:00,13:30:00
538,58,188,151,Tuesday,15:00:00,16:30:00
539,68,188,127,Tuesday,15:00:00,16:30:00
540,74,188,111,Tuesday,13:30:00,15:00:00
541,66,188,132,Wednesday,07:30:00,09:00:00
542,64,188,151,Wednesday,15:00:00,16:30:00
543,69,189,110,Thursday,18:00:00,19:30:00
544,74,189,117,Thursday,13:30:00,15:00:00
545,60,189,161,Thursday,13:30:00,15:00:00
546,68,189,83,Saturday,10:30:00,12:00:00
547,66,189,108,Saturday,07:30:00,09:00:00
548,67,189,87,Saturday,12:00:00,13:30:00
549,62,189,128,Wednesday,12:00:00,13:30:00
550,70,189,130,Wednesday,13:30:00,15:00:00
551,61,190,108,Tuesday,16:30:00,18:00:00
552,74,190,126,Tuesday,19:30:00,21:00:00
553,64,190,126,Tuesday,15:00:00,16:30:00
554,69,190,150,Friday,16:30:00,18:00:00
555,63,190,111,Friday,18:00:00,19:30:00
556,66,190,103,Friday,09:00:00,10:30:00
557,68,190,133,Wednesday,13:30:00,15:00:00
558,58,190,104,Wednesday,10:30:00,12:00:00
559,71,191,102,Tuesday,10:30:00,12:00:00
560,58,191,124,Tuesday,18:00:00,19:30:00
561,70,191,127,Tuesday,09:00:00,10:30:00
562,60,191,129,Saturday,16:30:00,18:00:00
563,59,191,136,Saturday,18:00:00,19:30:00
564,64,191,111,Saturday,09:00:00,10:30:00
565,66,191,108,Thursday,12:00:00,13:30:00
566,74,191,134,Thursday,12:00:00,13:30:00
567,123,192,201,Friday,19:30:00,21:00:00
568,122,192,214,Friday,13:30:00,15:00:00
569,108,192,193,Friday,16:30:00,18:00:00
570,114,192,179,Tuesday,07:30:00,09:00:00
571,110,192,173,Tuesday,15:00:00,16:30:00
572,125,192,166,Tuesday,06:00:00,07:30:00
573,111,192,228,Thursday,07:30:00,09:00:00
574,112,192,184,Thursday,16:30:00,18:00:00
575,110,193,226,Thursday,18:00:00,19:30:00
576,112,193,187,Thursday,06:00:00,07:30:00
577,111,193,201,Thursday,18:00:00,19:30:00
578,114,193,204,Saturday,12:00:00,13:30:00
579,123,193,234,Saturday,06:00:00,07:30:00
580,108,193,196,Saturday,10:30:00,12:00:00
581,117,193,203,Wednesday,16:30:00,18:00:00
582,120,193,202,Wednesday,09:00:00,10:30:00
583,116,194,180,Saturday,16:30:00,18:00:00
584,109,194,192,Saturday,09:00:00,10:30:00
585,121,194,222,Saturday,18:00:00,19:30:00
586,125,194,195,Thursday,16:30:00,18:00:00
587,111,194,199,Thursday,12:00:00,13:30:00
588,112,194,200,Thursday,18:00:00,19:30:00
589,119,194,209,Monday,19:30:00,21:00:00
590,113,194,173,Monday,07:30:00,09:00:00
591,115,195,236,Friday,06:00:00,07:30:00
592,124,195,242,Friday,13:30:00,15:00:00
593,118,195,170,Friday,16:30:00,18:00:00
594,123,195,173,Wednesday,10:30:00,12:00:00
595,122,195,242,Wednesday,07:30:00,09:00:00
596,112,195,184,Wednesday,10:30:00,12:00:00
597,110,195,232,Monday,16:30:00,18:00:00
598,117,195,180,Monday,19:30:00,21:00:00
599,116,196,206,Monday,13:30:00,15:00:00
600,110,196,192,Monday,10:30:00,12:00:00
601,119,196,194,Monday,10:30:00,12:00:00
602,120,196,240,Friday,18:00:00,19:30:00
603,109,196,191,Friday,13:30:00,15:00:00
604,117,196,187,Friday,12:00:00,13:30:00
605,113,196,179,Wednesday,07:30:00,09:00:00
606,121,196,228,Wednesday,13:30:00,15:00:00
607,117,197,222,Friday,13:30:00,15:00:00
608,110,197,175,Friday,06:00:00,07:30:00
609,112,197,194,Friday,18:00:00,19:30:00
610,124,197,220,Tuesday,15:00:00,16:30:00
611,125,197,168,Tuesday,15:00:00,16:30:00
612,122,197,208,Tuesday,12:00:00,13:30:00
613,116,197,238,Saturday,06:00:00,07:30:00
614,119,197,240,Saturday,06:00:00,07:30:00
615,108,198,231,Thursday,07:30:00,09:00:00
616,119,198,233,Thursday,19:30:00,21:00:00
617,118,198,180,Thursday,10:30:00,12:00:00
618,124,198,168,Saturday,15:00:00,16:30:00
619,120,198,237,Saturday,07:30:00,09:00:00
620,116,198,174,Saturday,09:00:00,10:30:00
621,121,198,233,Monday,10:30:00,12:00:00
622,111,198,204,Monday,19:30:00,21:00:00
623,121,199,224,Thursday,09:00:00,10:30:00
624,112,199,173,Thursday,07:30:00,09:00:00
625,119,199,208,Thursday,18:00:00,19:30:00
626,115,199,213,Saturday,10:30:00,12:00:00
627,125,199,185,Saturday,18:00:00,19:30:00
628,123,199,188,Saturday,09:00:00,10:30:00
629,116,199,204,Tuesday,12:00:00,13:30:00
630,110,199,167,Tuesday,15:00:00,16:30:00
631,119,200,227,Tuesday,13:30:00,15:00:00
632,122,200,226,Tuesday,06:00:00,07:30:00
633,113,200,188,Tuesday,06:00:00,07:30:00
634,114,200,224,Thursday,09:00:00,10:30:00
635,112,200,222,Thursday,18:00:00,19:30:00
636,115,200,232,Thursday,09:00:00,10:30:00
637,116,200,234,Monday,15:00:00,16:30:00
638,121,200,171,Monday,07:30:00,09:00:00
639,122,201,180,Tuesday,06:00:00,07:30:00
640,121,201,185,Tuesday,07:30:00,09:00:00
641,124,201,185,Tuesday,07:30:00,09:00:00
642,118,201,215,Saturday,18:00:00,19:30:00
643,123,201,235,Saturday,06:00:00,07:30:00
644,113,201,164,Saturday,18:00:00,19:30:00
645,116,201,193,Monday,15:00:00,16:30:00
646,119,201,177,Monday,16:30:00,18:00:00
647,119,202,192,Wednesday,10:30:00,12:00:00
648,117,202,211,Wednesday,16:30:00,18:00:00
649,124,202,211,Wednesday,13:30:00,15:00:00
650,111,202,241,Thursday,15:00:00,16:30:00
651,122,202,211,Thursday,18:00:00,19:30:00
652,121,202,186,Thursday,07:30:00,09:00:00
653,120,202,221,Friday,10:30:00,12:00:00
654,108,202,174,Friday,16:30:00,18:00:00
655,110,203,225,Friday,18:00:00,19:30:00
656,124,203,190,Friday,18:00:00,19:30:00
657,118,203,207,Friday,10:30:00,12:00:00
658,117,203,211,Saturday,13:30:00,15:00:00
659,125,203,171,Saturday,06:00:00,07:30:00
660,111,203,173,Saturday,19:30:00,21:00:00
661,113,203,209,Thursday,10:30:00,12:00:00
662,112,203,166,Thursday,13:30:00,15:00:00
663,114,204,192,Wednesday,15:00:00,16:30:00
664,118,204,209,Wednesday,18:00:00,19:30:00
665,109,204,167,Wednesday,18:00:00,19:30:00
666,123,204,225,Friday,18:00:00,19:30:00
667,115,204,164,Friday,07:30:00,09:00:00
668,120,204,218,Friday,06:00:00,07:30:00
669,125,204,191,Tuesday,13:30:00,15:00:00
670,110,204,196,Tuesday,12:00:00,13:30:00
671,113,205,235,Wednesday,18:00:00,19:30:00
672,116,205,236,Wednesday,07:30:00,09:00:00
673,111,205,169,Wednesday,16:30:00,18:00:00
674,122,205,223,Friday,19:30:00,21:00:00
675,110,205,219,Friday,12:00:00,13:30:00
676,123,205,225,Friday,06:00:00,07:30:00
677,114,205,164,Thursday,12:00:00,13:30:00
678,124,205,199,Thursday,09:00:00,10:30:00
679,116,206,179,Thursday,09:00:00,10:30:00
680,119,206,217,Thursday,15:00:00,16:30:00
681,111,206,195,Thursday,16:30:00,18:00:00
682,113,206,220,Tuesday,09:00:00,10:30:00
683,115,206,172,Tuesday,10:30:00,12:00:00
684,124,206,201,Tuesday,06:00:00,07:30:00
685,125,206,174,Friday,15:00:00,16:30:00
686,123,206,229,Friday,13:30:00,15:00:00
687,124,207,183,Thursday,15:00:00,16:30:00
688,125,207,194,Thursday,19:30:00,21:00:00
689,120,207,184,Thursday,16:30:00,18:00:00
690,108,207,242,Friday,12:00:00,13:30:00
691,115,207,220,Friday,09:00:00,10:30:00
692,112,207,181,Friday,12:00:00,13:30:00
693,109,207,201,Wednesday,19:30:00,21:00:00
694,118,207,209,Wednesday,13:30:00,15:00:00
695,124,208,183,Wednesday,19:30:00,21:00:00
696,111,208,165,Wednesday,13:30:00,15:00:00
697,117,208,205,Wednesday,09:00:00,10:30:00
698,112,208,205,Saturday,06:00:00,07:30:00
699,125,208,182,Saturday,15:00:00,16:30:00
700,115,208,171,Saturday,09:00:00,10:30:00
701,108,208,171,Monday,10:30:00,12:00:00
702,114,208,186,Monday,13:30:00,15:00:00
703,116,209,214,Wednesday,09:00:00,10:30:00
704,113,209,202,Wednesday,15:00:00,16:30:00
705,110,209,167,Wednesday,09:00:00,10:30:00
706,123,209,172,Thursday,16:30:00,18:00:00
707,125,209,199,Thursday,18:00:00,19:30:00
708,120,209,206,Thursday,13:30:00,15:00:00
709,112,209,221,Saturday,19:30:00,21:00:00
710,117,209,174,Saturday,13:30:00,15:00:00
711,118,210,224,Monday,07:30:00,09:00:00
712,112,210,218,Monday,16:30:00,18:00:00
713,125,210,174,Monday,18:00:00,19:30:00
714,108,210,172,Saturday,06:00:00,07:30:00
715,121,210,181,Saturday,13:30:00,15:00:00
716,117,210,206,Saturday,19:30:00,21:00:00
717,114,210,183,Thursday,10:30:00,12:00:00
718,122,210,176,Thursday,19:30:00,21:00:00
719,118,211,232,Tuesday,10:30:00,12:00:00
720,115,211,176,Tuesday,16:30:00,18:00:00
721,114,211,193,Tuesday,16:30:00,18:00:00
722,117,211,229,Wednesday,07:30:00,09:00:00
723,125,211,223,Wednesday,12:00:00,13:30:00
724,120,211,176,Wednesday,18:00:00,19:30:00
725,108,211,221,Friday,10:30:00,12:00:00
726,111,211,216,Friday,06:00:00,07:30:00
727,166,212,317,Wednesday,09:00:00,10:30:00
728,168,212,317,Wednesday,10:30:00,12:00:00
729,160,212,247,Wednesday,13:30:00,15:00:00
730,165,212,250,Tuesday,15:00:00,16:30:00
731,167,212,321,Tuesday,12:00:00,13:30:00
732,170,212,271,Tuesday,09:00:00,10:30:00
733,173,212,295,Monday,06:00:00,07:30:00
734,163,212,313,Monday,13:30:00,15:00:00
735,163,213,274,Monday,09:00:00,10:30:00
736,175,213,279,Monday,16:30:00,18:00:00
737,159,213,291,Monday,15:00:00,16:30:00
738,174,213,317,Tuesday,16:30:00,18:00:00
739,161,213,284,Tuesday,09:00:00,10:30:00
740,173,213,313,Tuesday,12:00:00,13:30:00
741,164,213,313,Wednesday,18:00:00,19:30:00
742,166,213,258,Wednesday,12:00:00,13:30:00
743,168,214,312,Friday,13:30:00,15:00:00
744,164,214,303,Friday,15:00:00,16:30:00
745,175,214,270,Friday,13:30:00,15:00:00
746,173,214,296,Saturday,10:30:00,12:00:00
747,160,214,284,Saturday,16:30:00,18:00:00
748,166,214,294,Saturday,06:00:00,07:30:00
749,165,214,266,Monday,13:30:00,15:00:00
750,169,214,280,Monday,18:00:00,19:30:00
751,166,215,321,Tuesday,19:30:00,21:00:00
752,162,215,264,Tuesday,06:00:00,07:30:00
753,165,215,272,Tuesday,12:00:00,13:30:00
754,171,215,304,Wednesday,09:00:00,10:30:00
755,158,215,264,Wednesday,10:30:00,12:00:00
756,172,215,259,Wednesday,06:00:00,07:30:00
757,163,215,297,Thursday,09:00:00,10:30:00
758,161,215,255,Thursday,10:30:00,12:00:00
759,163,216,271,Friday,13:30:00,15:00:00
760,167,216,280,Friday,13:30:00,15:00:00
761,166,216,300,Friday,12:00:00,13:30:00
762,165,216,318,Thursday,12:00:00,13:30:00
763,161,216,276,Thursday,12:00:00,13:30:00
764,172,216,308,Thursday,10:30:00,12:00:00
765,168,216,321,Wednesday,06:00:00,07:30:00
766,174,216,249,Wednesday,15:00:00,16:30:00
767,167,217,291,Friday,18:00:00,19:30:00
768,173,217,246,Friday,18:00:00,19:30:00
769,171,217,319,Friday,10:30:00,12:00:00
770,161,217,316,Thursday,07:30:00,09:00:00
771,158,217,264,Thursday,06:00:00,07:30:00
772,166,217,278,Thursday,19:30:00,21:00:00
773,172,217,295,Tuesday,16:30:00,18:00:00
774,162,217,265,Tuesday,16:30:00,18:00:00
775,170,218,313,Tuesday,13:30:00,15:00:00
776,164,218,259,Tuesday,09:00:00,10:30:00
777,166,218,304,Tuesday,18:00:00,19:30:00
778,159,218,275,Monday,18:00:00,19:30:00
779,175,218,269,Monday,06:00:00,07:30:00
780,165,218,321,Monday,15:00:00,16:30:00
781,163,218,260,Saturday,06:00:00,07:30:00
782,167,218,262,Saturday,18:00:00,19:30:00
783,161,219,273,Friday,15:00:00,16:30:00
784,172,219,288,Friday,19:30:00,21:00:00
785,167,219,251,Friday,18:00:00,19:30:00
786,159,219,246,Wednesday,15:00:00,16:30:00
787,158,219,274,Wednesday,16:30:00,18:00:00
788,163,219,313,Wednesday,10:30:00,12:00:00
789,175,219,308,Tuesday,13:30:00,15:00:00
790,166,219,254,Tuesday,18:00:00,19:30:00
791,170,220,252,Wednesday,18:00:00,19:30:00
792,169,220,261,Wednesday,12:00:00,13:30:00
793,159,220,302,Wednesday,12:00:00,13:30:00
794,173,220,295,Tuesday,07:30:00,09:00:00
795,166,220,305,Tuesday,16:30:00,18:00:00
796,161,220,307,Tuesday,16:30:00,18:00:00
797,158,220,258,Thursday,10:30:00,12:00:00
798,162,220,286,Thursday,07:30:00,09:00:00
799,165,221,265,Friday,15:00:00,16:30:00
800,158,221,274,Friday,16:30:00,18:00:00
801,159,221,298,Friday,07:30:00,09:00:00
802,160,221,247,Monday,13:30:00,15:00:00
803,171,221,304,Monday,13:30:00,15:00:00
804,172,221,248,Monday,19:30:00,21:00:00
805,163,221,273,Tuesday,10:30:00,12:00:00
806,164,221,294,Tuesday,15:00:00,16:30:00
807,169,222,298,Wednesday,19:30:00,21:00:00
808,174,222,289,Wednesday,06:00:00,07:30:00
809,173,222,282,Wednesday,19:30:00,21:00:00
810,175,222,313,Friday,07:30:00,09:00:00
811,170,222,303,Friday,13:30:00,15:00:00
812,168,222,308,Friday,13:30:00,15:00:00
813,171,222,263,Tuesday,09:00:00,10:30:00
814,161,222,283,Tuesday,07:30:00,09:00:00
815,175,223,253,Saturday,19:30:00,21:00:00
816,174,223,266,Saturday,06:00:00,07:30:00
817,164,223,253,Saturday,16:30:00,18:00:00
818,160,223,265,Wednesday,15:00:00,16:30:00
819,166,223,311,Wednesday,19:30:00,21:00:00
820,167,223,294,Wednesday,13:30:00,15:00:00
821,168,223,295,Friday,13:30:00,15:00:00
822,158,223,318,Friday,18:00:00,19:30:00
823,168,224,291,Thursday,07:30:00,09:00:00
824,161,224,243,Thursday,18:00:00,19:30:00
825,165,224,261,Thursday,13:30:00,15:00:00
826,170,224,289,Tuesday,16:30:00,18:00:00
827,174,224,243,Tuesday,10:30:00,12:00:00
828,172,224,316,Tuesday,10:30:00,12:00:00
829,163,224,281,Friday,15:00:00,16:30:00
830,169,224,265,Friday,12:00:00,13:30:00
831,158,225,265,Wednesday,09:00:00,10:30:00
832,169,225,257,Wednesday,06:00:00,07:30:00
833,163,225,265,Wednesday,18:00:00,19:30:00
834,166,225,265,Tuesday,13:30:00,15:00:00
835,161,225,316,Tuesday,19:30:00,21:00:00
836,160,225,291,Tuesday,16:30:00,18:00:00
837,173,225,292,Friday,18:00:00,19:30:00
838,174,225,249,Friday,07:30:00,09:00:00
839,166,226,278,Friday,18:00:00,19:30:00
840,175,226,270,Friday,16:30:00,18:00:00
841,159,226,306,Friday,10:30:00,12:00:00
842,172,226,281,Thursday,10:30:00,12:00:00
843,162,226,306,Thursday,10:30:00,12:00:00
844,163,226,301,Thursday,15:00:00,16:30:00
845,170,226,248,Saturday,18:00:00,19:30:00
846,165,226,267,Saturday,15:00:00,16:30:00
847,160,227,261,Saturday,15:00:00,16:30:00
848,166,227,246,Saturday,16:30:00,18:00:00
849,175,227,267,Saturday,18:00:00,19:30:00
850,173,227,314,Wednesday,15:00:00,16:30:00
851,171,227,262,Wednesday,10:30:00,12:00:00
852,170,227,318,Wednesday,10:30:00,12:00:00
853,168,227,260,Friday,16:30:00,18:00:00
854,172,227,285,Friday,15:00:00,16:30:00
855,161,228,308,Tuesday,13:30:00,15:00:00
856,163,228,290,Tuesday,10:30:00,12:00:00
857,160,228,278,Tuesday,09:00:00,10:30:00
858,173,228,244,Friday,07:30:00,09:00:00
859,165,228,275,Friday,09:00:00,10:30:00
860,166,228,272,Friday,10:30:00,12:00:00
861,167,228,288,Wednesday,10:30:00,12:00:00
862,162,228,293,Wednesday,18:00:00,19:30:00
863,174,229,270,Wednesday,19:30:00,21:00:00
864,163,229,304,Wednesday,07:30:00,09:00:00
865,162,229,255,Wednesday,16:30:00,18:00:00
866,170,229,256,Monday,10:30:00,12:00:00
867,160,229,322,Monday,09:00:00,10:30:00
868,164,229,287,Monday,15:00:00,16:30:00
869,161,229,244,Tuesday,07:30:00,09:00:00
870,165,229,284,Tuesday,12:00:00,13:30:00
871,174,230,320,Monday,06:00:00,07:30:00
872,162,230,300,Monday,07:30:00,09:00:00
873,158,230,272,Monday,13:30:00,15:00:00
874,164,230,319,Tuesday,10:30:00,12:00:00
875,160,230,282,Tuesday,12:00:00,13:30:00
876,173,230,274,Tuesday,07:30:00,09:00:00
877,170,230,320,Wednesday,09:00:00,10:30:00
878,165,230,315,Wednesday,12:00:00,13:30:00
879,161,231,265,Saturday,06:00:00,07:30:00
880,172,231,258,Saturday,19:30:00,21:00:00
881,168,231,296,Saturday,07:30:00,09:00:00
882,166,231,310,Tuesday,15:00:00,16:30:00
883,160,231,311,Tuesday,13:30:00,15:00:00
884,175,231,300,Tuesday,09:00:00,10:30:00
885,174,231,293,Wednesday,18:00:00,19:30:00
886,163,231,284,Wednesday,09:00:00,10:30:00
887,219,232,379,Thursday,09:00:00,10:30:00
888,222,232,402,Thursday,10:30:00,12:00:00
889,212,232,368,Thursday,18:00:00,19:30:00
890,225,232,374,Friday,06:00:00,07:30:00
891,221,232,330,Friday,06:00:00,07:30:00
892,224,232,364,Friday,19:30:00,21:00:00
893,223,232,376,Tuesday,15:00:00,16:30:00
894,216,232,364,Tuesday,10:30:00,12:00:00
895,208,233,349,Tuesday,10:30:00,12:00:00
896,213,233,325,Tuesday,18:00:00,19:30:00
897,215,233,386,Tuesday,07:30:00,09:00:00
898,222,233,393,Friday,12:00:00,13:30:00
899,225,233,343,Friday,16:30:00,18:00:00
900,224,233,328,Friday,07:30:00,09:00:00
901,223,233,364,Monday,07:30:00,09:00:00
902,219,233,400,Monday,07:30:00,09:00:00
903,218,234,348,Friday,07:30:00,09:00:00
904,213,234,397,Friday,10:30:00,12:00:00
905,216,234,347,Friday,12:00:00,13:30:00
906,208,234,336,Saturday,13:30:00,15:00:00
907,210,234,375,Saturday,06:00:00,07:30:00
908,217,234,381,Saturday,12:00:00,13:30:00
909,211,234,363,Monday,07:30:00,09:00:00
910,214,234,363,Monday,06:00:00,07:30:00
911,223,235,394,Tuesday,06:00:00,07:30:00
912,220,235,361,Tuesday,18:00:00,19:30:00
913,224,235,400,Tuesday,18:00:00,19:30:00
914,225,235,324,Saturday,12:00:00,13:30:00
915,210,235,340,Saturday,12:00:00,13:30:00
916,212,235,336,Saturday,06:00:00,07:30:00
917,209,235,343,Friday,12:00:00,13:30:00
918,217,235,386,Friday,09:00:00,10:30:00
919,222,236,324,Tuesday,13:30:00,15:00:00
920,225,236,393,Tuesday,07:30:00,09:00:00
921,216,236,373,Tuesday,09:00:00,10:30:00
922,219,236,375,Thursday,12:00:00,13:30:00
923,224,236,400,Thursday,15:00:00,16:30:00
924,218,236,372,Thursday,13:30:00,15:00:00
925,211,236,363,Wednesday,07:30:00,09:00:00
926,223,236,330,Wednesday,10:30:00,12:00:00
927,225,237,363,Monday,13:30:00,15:00:00
928,224,237,369,Monday,10:30:00,12:00:00
929,213,237,384,Monday,16:30:00,18:00:00
930,211,237,375,Saturday,12:00:00,13:30:00
931,218,237,366,Saturday,15:00:00,16:30:00
932,212,237,374,Saturday,07:30:00,09:00:00
933,210,237,326,Friday,16:30:00,18:00:00
934,223,237,354,Friday,16:30:00,18:00:00
935,219,238,348,Monday,15:00:00,16:30:00
936,212,238,402,Monday,15:00:00,16:30:00
937,214,238,400,Monday,12:00:00,13:30:00
938,222,238,333,Friday,09:00:00,10:30:00
939,211,238,351,Friday,12:00:00,13:30:00
940,220,238,345,Friday,07:30:00,09:00:00
941,217,238,361,Wednesday,06:00:00,07:30:00
942,224,238,354,Wednesday,18:00:00,19:30:00
943,209,239,356,Wednesday,15:00:00,16:30:00
944,220,239,399,Wednesday,06:00:00,07:30:00
945,221,239,332,Wednesday,06:00:00,07:30:00
946,223,239,327,Tuesday,12:00:00,13:30:00
947,225,239,381,Tuesday,10:30:00,12:00:00
948,222,239,364,Tuesday,18:00:00,19:30:00
949,208,239,324,Monday,10:30:00,12:00:00
950,214,239,400,Monday,09:00:00,10:30:00
951,224,240,323,Wednesday,13:30:00,15:00:00
952,223,240,392,Wednesday,10:30:00,12:00:00
953,211,240,384,Wednesday,07:30:00,09:00:00
954,220,240,368,Tuesday,19:30:00,21:00:00
955,214,240,348,Tuesday,13:30:00,15:00:00
956,215,240,345,Tuesday,19:30:00,21:00:00
957,210,240,348,Saturday,13:30:00,15:00:00
958,213,240,393,Saturday,18:00:00,19:30:00
959,225,241,400,Saturday,07:30:00,09:00:00
960,215,241,358,Saturday,10:30:00,12:00:00
961,208,241,379,Saturday,19:30:00,21:00:00
962,209,241,383,Friday,19:30:00,21:00:00
